"Start Date","End Date","Rīga","Āgenskalns","Atgāzene","Avoti","Beberbeķi","Berģi","Bieriņi","Bišumuiža","Bolderāja","Brasa","Brekši","Bukulti","Buļļi","Centrs","Čiekurkalns","Daugavgrīva","Dreiliņi","Dzirciems","Dārzciems","Dārziņi","Grīziņkalns","Imanta","Iļģuciems","Jaunciems","Jugla","Katlakalns","Kleisti","Kundziņsala","Ķengarags","Ķīpsala","Mangaļsala","Maskavas forstate","Mežaparks","Mežciems","Mīlgrāvis","Mūkupurvs","Pleskodāle","Purvciems","Pētersala-Andrejsala","Pļavnieki","Rumbula","Salas","Sarkandaugava","Skanste","Šķirotava","Spilve","Suži","Šampēteris","Teika","Torņakalns","Trīsciems","Vecdaugava","Vecmilgrāvis","Vecpilsēta","Vecāķi","Voleri","Zasulauks","Ziepniekkalns","Zolitūde"
"2020-08-01","2020-08-31","35.08","285.72","52.93","146.78","11.19","39.81","57.41","31.09","26.24","74.76","21.62","24.28","16.49","953.90","18.75","16.00","58.59","29.71","80.00","16.94","0.00","35.54","32.01","16.82","28.77","0.00","16.98","5.04","21.34","88.21","24.60","81.41","167.07","5.32","35.08","7.82","50.18","41.03","0.00","102.85","7.85","0.00","38.88","0.00","18.18","3.33","0.00","38.73","47.30","51.55","19.15","4.69","27.48","35.00","77.37","0.00","63.29","35.00","50.35"
"2020-09-01","2020-09-30","42.99","192.73","38.35","354.37","17.93","50.04","46.97","27.69","18.71","176.47","22.72","21.53","17.06","390.67","24.67","10.55","48.65","50.22","79.55","26.25","127.61","32.13","14.61","15.55","74.39","0.00","9.92","0.00","72.64","150.00","16.63","55.09","136.80","62.03","32.21","12.38","59.05","53.76","0.00","38.53","12.59","146.66","22.75","483.74","24.88","61.50","0.00","35.00","111.17","88.00","18.62","14.83","10.41","5946.35","99.03","0.00","66.64","61.74","49.50"
"2020-10-01","2020-10-31","41.62","124.25","67.59","181.19","28.17","38.16","57.70","38.50","33.08","483.43","19.14","27.23","14.98","439.16","25.01","13.32","47.95","41.20","78.87","26.71","156.15","30.42","31.36","17.78","30.00","0.00","10.32","4.32","0.00","178.49","15.99","72.60","155.00","71.97","30.71","16.01","50.17","45.02","87.97","59.40","16.50","0.00","34.69","0.00","15.00","19.99","0.00","35.00","85.47","50.18","18.61","12.02","39.72","35.00","96.53","0.00","70.00","66.34","44.94"
"2020-11-01","2020-11-30","39.61","99.54","38.65","181.11","17.50","49.15","50.81","0.00","19.36","209.60","21.00","21.63","116.67","568.83","23.70","17.12","0.00","56.39","55.01","21.48","166.44","28.50","23.35","18.38","31.00","0.00","7.30","3.60","28.41","166.86","27.49","65.97","109.89","48.34","32.07","6.86","59.05","25.00","0.00","107.91","28.46","98.77","22.50","127.42","45.45","44.86","8.54","69.88","52.35","57.59","10.42","31.35","10.01","508.02","102.99","0.00","97.30","13.68","40.17"
"2020-12-01","2020-12-31","38.18","80.25","0.00","0.00","19.92","40.43","35.99","77.95","9.69","665.05","21.00","27.23","0.00","75.17","558823.53","17.14","39.90","0.00","76.69","25.13","0.00","30.93","16.82","18.23","31.27","0.00","11.00","0.00","0.00","118.40","16.20","79.09","217.74","32.88","20.83","6.74","46.66","31.99","87.97","0.00","0.00","0.00","0.00","0.00","45.45","0.00","0.00","42.20","89.07","0.00","15.00","45.83","0.00","35.00","77.37","0.00","0.00","54.10","93.08"
"2021-01-01","2021-01-31","40.94","80.25","62.30","113.12","24.00","49.15","55.13","19.58","19.36","0.00","21.00","26.97","19.80","413.08","25.01","16.48","34.13","40.51","70.03","23.48","84.71","40.97","26.09","11.13","23.96","0.00","11.00","3.60","34.68","126.16","21.67","58.33","145.00","30.72","38.46","40.14","47.42","25.00","87.97","107.91","19.11","98.77","25.00","0.00","45.45","29.43","0.00","31.19","52.35","58.25","13.33","15.31","8.01","11857.71","77.37","0.00","75.00","61.43","51.16"
"2021-02-01","2021-02-28","44.14","233.75","0.00","113.12","20.01","42.88","69.61","61.48","39.93","280.73","60.16","8.67","20.72","69.04","76.76","16.21","57.09","17.55","76.89","36.46","412.91","43.15","31.02","15.74","39.44","0.00","41.50","3.60","36.30","143.51","11.71","55.22","145.00","48.39","49.00","5.24","57.40","24.36","111.42","36.33","10.12","69.98","26.28","0.00","4.58","0.00","22.87","49.40","64.58","77.84","10.00","24.42","19.53","0.00","54.17","0.00","0.00","63.75","60.98"
"2021-03-01","2021-03-31","42.90","139.71","45.00","127.83","34.97","35.93","65.40","37.28","96.36","102.99","13.11","27.23","89.08","308.09","38.59","13.32","26.90","38.26","74.92","28.66","84.71","34.26","23.35","15.99","29.38","163212.44","10.29","87.50","45.85","163.03","16.50","73.50","158.22","0.00","29.04","17.90","59.05","24.36","115.55","130.00","38.46","91.88","32.51","0.00","38.46","29.18","0.00","40.56","64.68","91.82","20.69","9.36","39.06","0.00","77.22","0.00","69.14","62.87","46.19"
"2021-04-01","2021-04-30","53.39","168.99","80.00","181.19","29.30","42.75","83.13","58.00","0.00","463.11","21.49","32.68","36.14","5526676.62","57.34","22.91","80.00","76.22","88.12","23.60","5038529.93","43.04","25.68","18.38","43.03","0.00","8.34","0.00","53.93","238.59","19.78","60.32","172.58","0.00","40.13","31.34","62.35","80.45","87.97","39.57","10.12","972859.92","35.25","0.00","34.69","0.00","0.00","18.37","115.83","94.06","17.47","19.87","23.54","320512.82","59.86","0.00","0.00","64.55","61.97"
"2021-05-01","2021-05-31","61.23","51.52","73.72","161.12","30.46","35.20","73.77","65.00","33.97","196.96","29.93","35.46","27.03","348.31","95.24","17.47","68.97","26.51","76.89","30.36","256.99","39.12","19.01","18.59","78.86","86.42","11.00","83.40","63.66","140.63","103158.23","72.47","400130.21","0.00","83.53","31.34","61.15","54.45","166.22","125.12","26.23","91.88","32.51","0.00","1367.00","44.86","0.00","42.18","155.48","99.22","20.20","83.33","13.26","18340.12","73.82","0.00","64.98","81.00","41.86"
"2021-06-01","2021-06-30","64.33","398.00","76.10","306.00","32.00","49.15","90.00","50.11","96.36","309.17","47.84","33.98","95.07","348.31","57.90","16.60","77.15","34563.75","88.12","34.33","1009522.20","37.59","16.22","18.08","32.00","0.00","15.00","0.00","63.28","150.81","31.64","62.05","165.50","0.00","66.19","28.40","88.33","67.80","143.81","74.85","15.50","98.77","30.00","0.00","56.86","0.00","0.00","72.67","129.95","99.63","12.50","20.00","39.53","326441.67","76.92","0.00","945945.95","64.88","61.43"
"2021-07-01","2021-07-31","61.73","110.08","40.07","284.66","32.61","48.80","91.31","70.00","96.36","313.63","35.57","32.49","29.99","229.12","68.19","0.00","74.48","53.13","89.19","35.19","84.71","61.67","19.01","18.67","60.00","0.00","10.91","0.00","63.28","150.00","20.73","79.24","180.00","12.82","31.25","34.38","58.27","52.35","0.00","62.31","18.44","98.77","31.25","0.00","0.00","44.86","0.00","62.17","128.74","98.81","20.35","12.58","12.34","641025.64","77.06","0.00","58.25","72.82","72.26"
"2021-08-01","2021-08-31","54.64","90.84","40.07","136.23","32.51","49.15","61.73","56.00","34.74","665.05","35.57","14.47","44.99","1714.80","38.17","77682.61","74.29","200.00","128.78","30.18","156.22","36.64","25.00","16.79","38.98","0.00","45.00","69.30","94.31","170.10","58564.20","63.64","177.70","0.00","19.69","39.85","74.18","75.00","0.00","143595.63","10.03","0.00","31.25","0.00","55.48","29.18","0.00","57.20","252.74","75.00","21.09","19.82","46.78","11857.71","147.00","0.00","50.00","53.00","48.91"
"2021-09-01","2021-09-30","59.07","151.90","64.66","139.77","29.71","101.05","102.07","77.95","20.00","150.73","48.00","15.08","29.63","708.76","66.00","16.16","80.04","81.45","90.08","33.19","2456140.35","35.67","75.00","18.59","52.81","0.00","11.80","0.00","54.55","150.00","17.35","49.77","162.50","53.22","48.88","37.62","60.24","52.17","523.68","0.00","20.00","127.20","30.00","68.08","275862.07","10.99","0.00","80.00","136.93","87.97","24.82","8.39","4.18","11857.71","77.22","0.00","56.66","64.55","77.57"
"2021-10-01","2021-10-31","50.92","78.19","67.57","557.49","31.71","39.69","72.72","46.43","30.09","150.73","46.00","5.74","27.56","229.12","25.69","16.16","101.20","205892.48","145.65","45.00","0.00","50.46","19.01","20.13","46.38","0.00","3.70","0.00","33.42","0.00","17.84","101.91","166.23","0.00","32.50","35.85","49.55","69.83","0.00","153.61","21.05","127.20","30.00","0.00","19.37","44.86","0.00","1747.98","136.93","116.79","22.82","2700.00","18.36","4.00","77.22","0.00","61.50","74.08","43.70"
"2021-11-01","2021-11-30","60.74","1506.96","49.92","149.88","30.86","64.07","122.52","0.00","63.64","501.79","47.50","5.74","77.07","430.13","75.05","16.16","74.29","205982.36","94.44","29.50","0.00","48.00","25.68","22.53","48.00","59.72","11.00","46.65","73.77","127.22","19.05","112.50","180.00","93.61","88.31","50.00","51.48","70.09","9.62","91.02","0.00","0.00","23.55","68.08","65.58","0.00","0.00","33.07","249.00","99.99","26.02","26.16","12.70","11857.71","100.57","0.00","48.89","66.99","81.29"
"2021-12-01","2021-12-31","49.62","144.43","51.41","191.13","29.12","39.69","122.47","51.41","19.56","277.90","47.00","8.74","24.17","641.75","47.15","0.00","82.09","132.56","60.34","22.73","187.28","60.23","19.43","18.43","48.72","59.72","6.55","54.50","41.25","446.59","19.05","90.00","147.50","0.00","0.00","34.38","95.52","47.52","101.05","57.49","35.00","98.77","28.69","0.00","17.78","44.86","0.00","0.00","249.00","81.47","27.45","17.36","26.56","4.00","79.26","0.00","60.95","62.27","51.13"
"2022-01-01","2022-01-31","54.16","151.90","79.92","136.86","44.37","54.13","120.29","97.45","27.37","428.18","48.00","16.93","84.36","511.95","43.24","16.16","56.98","100.59","94.44","40.14","0.00","55.46","17.95","9.50","46.94","0.00","10.70","46.65","39.99","196.65","19.27","70.05","173.13","0.00","43.62","34.32","64.55","68.64","197.74","84.22","42.34","0.00","76.21","0.00","55.48","0.00","23.41","63.38","229.11","92.00","28.84","22.95","25.75","0.00","66.85","0.00","50.37","54.13","29.00"
